"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-08,"Madhya Pradesh","India","IN","IND",0.00470035252643948,0.000104929969010703,0.00929577508386826,0.00470035252643948,0.000104929969010703,0.00929577508386826,0.0164512338425382,0.00790488732263258,0.0249975803624438,0.0141286934852261,0.0130375714028763,0.0152198155675758
2020-05-08,"Maharashtra","India","IN","IND",0.00453514739229025,0.000100873987880837,0.00896942079669966,0.00226757369614512,0,0.00540664764861417,0.0124716553287982,0.0051476165787003,0.0197956940788961,0.00638211295054933,0.00565981872050405,0.00710440718059461
2020-05-08,"Manipur","India","IN","IND",0,0,0,0,0,0,0,0,0,0.00297914597815293,0.00103570774828902,0.00492258420801684
2020-05-08,"Meghalaya","India","IN","IND",0.0263157894736842,0,0.0772106065904289,0.0263157894736842,0,0.0772106065904289,0.0789473684210526,0,0.164684183336994,0.0526315789473684,0.04287941464639,0.0623837432483468
2020-05-08,"Mizoram","India","IN","IND",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"NCT of Delhi","India","IN","IND",0.0048780487804878,0,0.0103844994869535,0.0048780487804878,0,0.0103844994869535,0.0178861788617886,0.00741127057347219,0.028361087150105,0.00552231937413714,0.00471781042677429,0.00632682832149998
2020-05-08,"Nagaland","India","IN","IND",0.0256410256410256,0,0.0752480273616156,0,0,0,0,0,0,0.0972423802612482,0.0844694298974007,0.110015330625096
2020-05-08,"Odisha","India","IN","IND",0.00240963855421687,0,0.0071267497780747,0.00240963855421687,0,0.0071267497780747,0.0265060240963855,0.011051238977028,0.0419608092157431,0.0295521709479427,0.0273141358171141,0.0317902060787713
2020-05-08,"Puducherry","India","IN","IND",0,0,0,0,0,0,0,0,0,0.000857632933104631,0,0.0025378416290135
2020-05-08,"Punjab","India","IN","IND",0.00394477317554241,0,0.00940105556255358,0.00394477317554241,0,0.00940105556255358,0.00788954635108481,0.000188492856002649,0.015590599846167,0.00768971079185266,0.00664112271746107,0.00873829886624425
2020-05-08,"Rajasthan","India","IN","IND",0.0110220440881764,0.00454454742398648,0.0174995407523662,0.00801603206412826,0.00248361553888179,0.0135484485893747,0.0200400801603206,0.011345738465655,0.0287344218549863,0.0172354884021108,0.0161241316460511,0.0183468451581705
2020-05-08,"Sikkim","India","IN","IND",0,0,0,0,0,0,0,0,0,0.00141509433962264,0,0.0030152615099195
2020-05-08,"Tamil Nadu","India","IN","IND",0.00459418070444104,0,0.00978093439685964,0,0,0,0.0107197549770291,0.00282127360721198,0.0186182363468462,0.00494229147890804,0.0042011926627262,0.00568339029508989
2020-05-08,"Telangana","India","IN","IND",0.00440528634361234,9.77045853871004e-05,0.00871286810183757,0,0,0,0.00550660792951542,0.000693249580992218,0.0103199662780386,0.00329043275438377,0.00277821234286352,0.00380265316590402
2020-05-08,"Tripura","India","IN","IND",0.0253164556962025,0,0.0599556525990434,0,0,0,0.0379746835443038,0,0.080122480343405,0.00119417243850012,0.000148078547040843,0.0022402663299594
2020-05-08,"Uttar Pradesh","India","IN","IND",0.00823045267489712,0.00167199723169661,0.0147889081180976,0.00274348422496571,0,0.00654047027711108,0.0109739368998628,0.00341136660660143,0.0185365071931242,0.00741239892183288,0.00655652798004808,0.00826826986361769
2020-05-08,"Uttarakhand","India","IN","IND",0,0,0,0,0,0,0.0159235668789809,0.00207777303927995,0.0297693607186818,0.00837904635601905,0.00699194520672625,0.00976614750531185
2020-05-08,"West Bengal","India","IN","IND",0.00357142857142857,0,0.00760558299232111,0.00119047619047619,0,0.00352237737129582,0.0154761904761905,0.00712874496455285,0.0238236359878281,0.0142412205470795,0.0131379908330793,0.0153444502610797
2020-05-09,"-99","India","IN","IND",0.0071810287241149,0.00630793687143366,0.00805412057679613,0.00445335114673792,0.00376484812968509,0.00514185416379075,0.0125807169895346,0.0114282325551575,0.0137332014239117,0.00925764376283185,0.00912136456438698,0.00939392296127672
2020-05-09,"Andaman and Nicobar","India","IN","IND",0,0,0,0,0,0,0,0,0,0.641509433962264,0.566969343023482,0.716049524901047
2020-05-09,"Andhra Pradesh","India","IN","IND",0.00272479564032698,0,0.00580393191422792,0.00181653042688465,0,0.00433177926239663,0.00635785649409628,0.00166297328032064,0.0110527397078719,0.00617464439896115,0.0055378960104562,0.00681139278746609
2020-05-09,"Arunachal Pradesh","India","IN","IND",0.0185185185185185,0,0.0544765067619307,0.0185185185185185,0,0.0544765067619307,0.037037037037037,0,0.0874072887258666,0.0370238519045924,0.0300411936616243,0.0440065101475605
2020-05-09,"Assam","India","IN","IND",0.00603318250377074,0.000138634601312181,0.0119277304062293,0.00301659125188537,0,0.00719098610213066,0.0196078431372549,0.00905410891809331,0.0301615773564165,0.00763837428033974,0.0067273779869413,0.00854937057373818
2020-05-09,"Bihar","India","IN","IND",0.00833333333333333,0.0031899404141393,0.0134767262525274,0.005,0.00100925470275776,0.00899074529724224,0.0116666666666667,0.00559115884520347,0.0177421744881299,0.0199091310658169,0.01882169460417,0.0209965675274638
2020-05-09,"Chandigarh","India","IN","IND",0.0157894736842105,0,0.0335149992191703,0.0105263157894737,0,0.0250377925963543,0.0105263157894737,0,0.0250377925963543,0.0109813317360487,0.00894049151670747,0.01302217195539
2020-05-09,"Chhattisgarh","India","IN","IND",0.00413223140495868,0,0.0122145052897894,0.00413223140495868,0,0.0122145052897894,0.00826446280991736,0,0.0196707856818782,0.00187119912677374,0.00112327805359611,0.00261912019995137
2020-05-09,"Dadra and Nagar Haveli","India","IN","IND",0,0,0,0,0,0,0,0,0,0.00188679245283019,0,0.00558134733756389
2020-05-09,"Daman and Diu","India","IN","IND",0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-09,"Goa","India","IN","IND",0,0,0,0,0,0,0,0,0,0.000389029371717565,0,0.000928081781551857
2020-05-09,"Gujarat","India","IN","IND",0.0089628681177977,0.00235302669296526,0.0155727095426301,0.00384122919334187,0,0.00817955302012343,0.0153649167733675,0.00673860137099954,0.0239912321757354,0.0114658925979681,0.0104396202703581,0.0124921649255781
2020-05-09,"Haryana","India","IN","IND",0.00679611650485437,0.00177871228399787,0.0118135207257109,0.00388349514563107,8.51368405239629e-05,0.00768185345073817,0.0135922330097087,0.00652087010790647,0.020663595911511,0.0076059598390623,0.00687609234483934,0.00833582733328526
2020-05-09,"Himachal Pradesh","India","IN","IND",0.00892857142857143,0.000217881577003799,0.0176392612801391,0.00446428571428571,0,0.0106375304852357,0.00446428571428571,0,0.0106375304852357,0.00758086253369272,0.00647760214602788,0.00868412292135756
2020-05-09,"Jammu and Kashmir","India","IN","IND",0,0,0,0,0,0,0.0149253731343284,0,0.04395943880085,0.00168966488313151,0.000338818925466842,0.00304051084079618
2020-05-09,"Jharkhand","India","IN","IND",0.0127970749542962,0.00337789701212412,0.0222162528964682,0.00731261425959781,0.000172633984795043,0.0144525945344006,0.0164533820840951,0.00579283496474961,0.0271139292034405,0.0126709364722174,0.0113810626690339,0.0139608102754009
2020-05-09,"Karnataka","India","IN","IND",0.00357462019660411,7.7823440607503e-05,0.00707141695260072,0.00178731009830206,0,0.00426213538963271,0.00804289544235925,0.0028094740496628,0.0132763168350557,0.0042060100336143,0.00368469113116666,0.00472732893606194
2020-05-09,"Kerala","India","IN","IND",0.00815850815850816,0.0021394164653398,0.0141775998516765,0.00582750582750583,0.000734470636539099,0.0109205410184726,0.0128205128205128,0.00529293581424117,0.0203480898267845,0.00121089363950596,0.000891070676341873,0.00153071660267004
2020-05-09,"Ladakh","India","IN","IND",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Madhya Pradesh","India","IN","IND",0.00805152979066022,0.00308136199309242,0.013021697588228,0.00563607085346216,0.00147267029561562,0.0097994714113087,0.0161030595813204,0.0091027652904557,0.0231033538721852,0.0117353003932088,0.0109112883089514,0.0125593124774661
2020-05-09,"Maharashtra","India","IN","IND",0.0033500837520938,7.25658147812569e-05,0.00662760168940635,0.0016750418760469,0,0.00399454374272375,0.00921273031825796,0.00379359100645912,0.0146318696300568,0.00544510573635558,0.00487126738940577,0.00601894408330539
2020-05-09,"Manipur","India","IN","IND",0,0,0,0,0,0,0.0114942528735632,0,0.0338927272190724,0.0028193450444589,0.00128892175043138,0.00434976833848642
