"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"India",NA,2020-06-04,226713,6363,108450,111900,"IN","IND"
"India",NA,2020-06-05,236184,6649,113233,116302,"IN","IND"
"India",NA,2020-06-06,246622,6946,118695,120981,"IN","IND"
"India",NA,2020-06-07,257486,7207,123848,126431,"IN","IND"
"India",NA,2020-06-08,265928,7473,129095,129360,"IN","IND"
"India",NA,2020-06-09,276146,7750,134670,133726,"IN","IND"
"India","Assam",2020-06-10,2937,4,1085,1848,"IN","IND"
"India","Bihar",2020-06-10,5459,32,2864,2563,"IN","IND"
"India","Andaman and Nicobar Islands",2020-06-10,33,0,33,0,"IN","IND"
"India","Andhra Pradesh",2020-06-10,5070,77,2802,2191,"IN","IND"
"India","Arunachal Pradesh",2020-06-10,57,0,1,56,"IN","IND"
"India","Chandigarh",2020-06-10,323,5,286,32,"IN","IND"
"India","Chhattisgarh",2020-06-10,1240,6,386,848,"IN","IND"
"India","Dadar Nagar Haveli",2020-06-10,22,0,2,20,"IN","IND"
"India","Delhi",2020-06-10,31309,905,11861,18543,"IN","IND"
"India","Goa",2020-06-10,359,0,67,292,"IN","IND"
"India","Gujarat",2020-06-10,21014,1313,14365,5336,"IN","IND"
"India","Haryana",2020-06-10,5209,45,2134,3030,"IN","IND"
"India","Himachal Pradesh",2020-06-10,445,5,249,191,"IN","IND"
"India","Jammu and Kashmir",2020-06-10,4346,48,1506,2792,"IN","IND"
"India","Jharkhand",2020-06-10,1411,8,559,844,"IN","IND"
"India","Karnataka",2020-06-10,5921,66,2604,3251,"IN","IND"
"India","Kerala",2020-06-10,2096,16,848,1232,"IN","IND"
"India","Ladakh",2020-06-10,108,1,52,55,"IN","IND"
"India","Madhya Pradesh",2020-06-10,9849,420,6729,2700,"IN","IND"
"India","Maharashtra",2020-06-10,90787,3289,42638,44860,"IN","IND"
"India","Manipur",2020-06-10,304,0,61,243,"IN","IND"
"India","Uttar Pradesh",2020-06-10,11335,301,6669,4365,"IN","IND"
"India","Uttarakhand",2020-06-10,1537,13,755,769,"IN","IND"
"India","West Bengal",2020-06-10,8985,415,3620,4950,"IN","IND"
"India","Puducherry",2020-06-10,127,0,52,75,"IN","IND"
"India","Odisha",2020-06-10,3140,9,2133,998,"IN","IND"
"India","Punjab",2020-06-10,2719,55,2167,497,"IN","IND"
"India","Sikkim",2020-06-10,13,0,0,13,"IN","IND"
"India","Tamil Nadu",2020-06-10,34914,307,18325,16282,"IN","IND"
"India","Rajasthan",2020-06-10,11245,255,8328,2662,"IN","IND"
"India","Telangana",2020-06-10,3920,148,1809,1963,"IN","IND"
"India","Tripura",2020-06-10,864,1,192,671,"IN","IND"
"India","Unknown",2020-06-10,9227,0,0,9227,"IN","IND"
"India","Meghalaya",2020-06-10,43,1,13,29,"IN","IND"
"India","Mizoram",2020-06-10,88,0,1,87,"IN","IND"
"India","Nagaland",2020-06-10,127,0,10,117,"IN","IND"
"India","Andhra Pradesh",2020-06-11,5429,80,3048,2301,"IN","IND"
"India","Arunachal Pradesh",2020-06-11,61,0,4,57,"IN","IND"
"India","Assam",2020-06-11,3319,6,1432,1881,"IN","IND"
"India","Bihar",2020-06-11,5983,36,3266,2681,"IN","IND"
"India","Chandigarh",2020-06-11,332,5,286,41,"IN","IND"
"India","Chhattisgarh",2020-06-11,1398,6,447,945,"IN","IND"
"India","Dadra and Nagar Haveli and Daman and Diu",2020-06-11,30,0,2,28,"IN","IND"
"India","Delhi",2020-06-11,34687,1085,12731,20871,"IN","IND"
"India","Goa",2020-06-11,417,0,67,350,"IN","IND"
"India","Gujarat",2020-06-11,22032,1385,15101,5546,"IN","IND"
"India","Haryana",2020-06-11,5968,64,2260,3644,"IN","IND"
"India","Andaman and Nicobar Islands",2020-06-11,38,0,33,5,"IN","IND"
"India","Himachal Pradesh",2020-06-11,470,6,280,184,"IN","IND"
"India","Uttar Pradesh",2020-06-11,12088,345,7292,4451,"IN","IND"
"India","Uttarakhand",2020-06-11,1643,15,842,786,"IN","IND"
"India","West Bengal",2020-06-11,9768,442,3988,5338,"IN","IND"
"India","Maharashtra",2020-06-11,97648,3590,46078,47980,"IN","IND"
"India","Jharkhand",2020-06-11,1599,8,630,961,"IN","IND"
"India","Karnataka",2020-06-11,6245,72,2977,3196,"IN","IND"
"India","Kerala",2020-06-11,2244,18,968,1258,"IN","IND"
"India","Ladakh",2020-06-11,135,1,54,80,"IN","IND"
"India","Madhya Pradesh",2020-06-11,10241,431,7042,2768,"IN","IND"
"India","Manipur",2020-06-11,366,0,73,293,"IN","IND"
"India","Meghalaya",2020-06-11,44,1,18,25,"IN","IND"
"India","Odisha",2020-06-11,3386,9,2354,1023,"IN","IND"
"India","Sikkim",2020-06-11,14,0,2,12,"IN","IND"
"India","Telangana",2020-06-11,4320,165,1993,2162,"IN","IND"
"India","Tripura",2020-06-11,913,1,278,634,"IN","IND"
