"ISO2","ISO_3","country_agg","region_agg","date","count","cli","cli_weight","cliWHO","cliWHO_weight","cli_local","count_local","weight","count_7days","cli_7days","cli_weight_7days","cliWHO_7days","cliWHO_weight_7days","cli_local_7days","count_local_7days","weight_7days","p_cli","p_cli_weight","p_cliWHO","p_cliWHO_weight","p_cli_local","p_cli_7days","p_cliWHO_7days","p_cli_local_7days","p_cli_smooth","p_cli_weight_smooth","p_cliWHO_smooth","p_cliWHO_weight_smooth","p_cli_local_smooth","slope_cli_smooth_7days","slope_cliWHO_smooth_7days","slope_cli_weight_smooth_7days","slope_cliWHO_weight_smooth_7days","slope_cli_local_smooth_7days"
"IN","IND","India","Mizoram",2021-02-18,100,1,60511.3031859113,0,0,8,93,9811683.35263696,800,14,805348.601101905,12,684325.994730083,155,750,59262962.4571256,0.01,0.0061672702849352,0,0,0.00121157049825837,0.0175,0.015,0.00291079812206573,0.0155272715049494,0.0172828324706225,0.00880755964928456,0.0076839658092928,0.00230503878412991,-4.58806974640681e-05,-0.000440650789948567,0.000225935043900565,-0.00035530417663178,-6.70619359124237e-05
"IN","IND","India","Nagaland",2021-02-18,100,2,104501.489469933,0,0,8,91,9560053.0097617,1100,6,313504.468409798,0,0,92,1002,131684108.874421,0.02,0.0109310575331776,0,0,0.00123819842129701,0.00545454545454545,0,0.00129318827134463,0.00705011940827371,0.00379804399078736,0.000296631244191438,0.000149327904505912,0.00159139051118373,-7.90220679035414e-05,-8.01902402702114e-05,4.58477024274071e-05,-4.08414423011699e-05,2.51656393808797e-05
"IN","IND","India","NCT of Delhi",2021-02-18,130,1,44117.7515441011,0,0,11,124,9964596.35776351,1620,9,811818.511216403,0,0,138,1537,133241308.966601,0.00769230769230769,0.0044274499397789,0,0,0.00124943207632894,0.00555555555555556,0,0.00126458163424267,0.00575168205099379,0.00440447321562913,0.000975010866033036,0.000542155699443547,0.00182970394656492,0.000150292496274444,5.10790515450084e-05,2.54153834508501e-05,6.16600169018563e-06,3.83395823070838e-06
"IN","IND","India","Odisha",2021-02-18,100,1,755924.189320092,0,0,11,90,25530832.0423044,1334,18,5218291.13222808,3,739505.28591066,100,1235,309795536.328871,0.01,0.0296082864854358,0,0,0.00172143974960876,0.0134932533733133,0.00224887556221889,0.00114044591435251,0.010856695058063,0.0119794451140957,0.0021906816785543,0.0021904654546014,0.00170298139168125,3.38031472290949e-06,1.91342243046541e-05,5.7910051119938e-05,1.61145971216747e-05,-1.25615629244439e-06
"IN","IND","India","Punjab",2021-02-18,100,0,0,0,0,11,97,25321646.43898,1300,11,1625722.15523054,2,371892.987253337,194,1203,337978927.187721,0,0,0,0,0.00159721213881226,0.00846153846153846,0.00153846153846154,0.00227131701263274,0.0090159700447271,0.0072924793902226,0.00194424980253691,0.00115336713614169,0.00206472005651135,2.30154655081291e-05,4.58441892313112e-05,2.55946630526674e-05,2.40670437765382e-05,1.2782496504451e-05
"IN","IND","India","Rajasthan",2021-02-18,167,3,591086.883855713,3,591086.883855713,21,160,48098944.1626495,1798,17,3913430.01372932,8,1120092.2641609,298,1691,481202847.682154,0.0179640718562874,0.0122889783579639,0.0179640718562874,0.0122889783579639,0.00184859154929577,0.00945494994438265,0.00444938820912125,0.00248207161359642,0.0117259108018452,0.01103164160151,0.00527191787982068,0.00360325448594742,0.00193527314816924,0.000188056828527639,0.000123252526623188,0.000144804122217946,3.45874660193284e-05,8.25341746725357e-06
"IN","IND","India","Tamil Nadu",2021-02-18,213,0,0,0,0,34,204,49806997.4659585,2141,17,2760626.1036087,4,666621.761727634,304,2052,504713875.713408,0,0,0,0,0.00234741784037559,0.00794021485287249,0.0018682858477347,0.00208659363588941,0.00579363228641929,0.00462075576994438,0.00120444661112266,0.00124478151579114,0.00188322043789737,-7.40581784357924e-06,6.88258953708243e-06,-3.6652155932214e-06,-1.25011194743374e-05,-5.88697151779244e-06
"IN","IND","India","Telangana",2021-02-18,162,1,139014.85670176,1,139014.85670176,18,149,22800173.274099,1729,8,731713.783637925,2,198833.336229125,246,1651,198918545.331061,0.00617283950617284,0.0060970965014411,0.00617283950617284,0.0060970965014411,0.00170148407221855,0.00462695199537305,0.00115673799884326,0.00209860008019041,0.00724205445280448,0.00754272950622998,0.00244877457500093,0.00297065190377079,0.00212638771293814,7.56994450976718e-05,4.54699135964464e-05,0.000121826847856375,7.2695095030389e-06,-9.88196297092087e-06
"IN","IND","India","Tripura",2021-02-18,100,3,146290.771419403,1,42669.4704590557,23,90,17490793.2797236,900,17,2012551.23500315,2,85338.9409181114,171,831,174776654.830552,0.03,0.00836387287184924,0.01,0.00243953889207077,0.00359937402190923,0.0188888888888889,0.00222222222222222,0.00289825596176336,0.0170620980957239,0.00834047249065597,0.00282259115914524,0.000660704648724097,0.00271346923949231,0.000169781137664035,9.84839910283776e-05,4.40569755238682e-05,2.22420028434905e-05,4.65374444067426e-06
"IN","IND","India","Uttar Pradesh",2021-02-18,284,1,156829.822682129,0,0,23,259,121140621.72041,2652,14,4619971.346265,7,1177148.57174465,309,2453,1100357295.44321,0.00352112676056338,0.00129460968958941,0,0,0.00125074772962097,0.0052790346907994,0.0026395173453997,0.00177420003100544,0.00836428092086664,0.00685426661346386,0.00268927840863781,0.00205202808120344,0.00167531200583212,0.000146144305559351,2.80773071303292e-05,0.000110550608553292,4.4101252250453e-05,-6.1084588104768e-06
"IN","IND","India","Uttarakhand",2021-02-18,100,2,138026.575299326,2,138026.575299326,3,87,11111273.5332025,1300,8,390666.614561231,4,276053.150598652,176,1210,158736156.292903,0.02,0.0124222101892171,0.02,0.0124222101892171,0.000485672656629432,0.00615384615384615,0.00307692307692308,0.00204865556978233,0.010089384400137,0.00694846069696156,0.00233197080088846,0.00241286133392317,0.00159718200410827,0.000216082684393078,-4.35475083436622e-05,-6.84060913239457e-05,-0.000236619927537873,-7.6340320773881e-06
"IN","IND","India","West Bengal",2021-02-18,253,1,97734.870911595,1,97734.870911595,41,236,52660140.2941991,2331,27,5020043.12561647,10,3208151.7602212,364,2155,499260098.337153,0.00395256916996047,0.00185595538419713,0.00395256916996047,0.00185595538419713,0.00244688469801862,0.0115830115830116,0.00429000429000429,0.00237900722198621,0.00917787377373457,0.00836832347881565,0.00312948342877154,0.00307536054115576,0.00227750719523411,0.000138756894259667,0.00011201670092043,0.00018937610576001,4.22836566938707e-05,-3.18474783140669e-05
"IN","IND","India","Andhra Pradesh",2021-02-19,189,1,48745.6287529105,0,0,28,179,35410822.96089,1653,15,3111060.3509793,1,123761.087913264,327,1584,251598594.357024,0.00529100529100529,0.00137657429782833,0,0,0.00220316311275474,0.00907441016333938,0.000604960677555959,0.00290759709773794,0.00854821961965469,0.00855943014904463,0.00135857857077997,0.000889823214907954,0.00202471085585351,3.79079828128161e-05,5.65487856513933e-05,-2.37111138658813e-05,2.08311242553658e-05,-1.38360195938119e-06
"IN","IND","India","Arunachal Pradesh",2021-02-19,100,1,74690.6697414067,0,0,12,91,16634059.2752155,800,2,149381.339482813,0,0,99,730,118039138.688736,0.01,0.00449022505605078,0,0,0.00185729763194552,0.0025,0,0.00191009068107274,0.00684280964659078,0.0039548544938666,0.000153269208270039,0.000190826387291979,0.00227900583891052,0.00039249998007554,1.88199255343624e-05,0.000258989243356744,2.33940007002849e-05,1.87051712787442e-05
"IN","IND","India","Assam",2021-02-19,100,1,180854.219260556,0,0,11,90,29912402.6710994,1200,21,4230935.30995321,7,2220780.13875331,190,1098,325058420.375893,0.01,0.0060461281311679,0,0,0.00172143974960876,0.0175,0.00583333333333333,0.00243720977962493,0.0139512004109087,0.0127730345264028,0.00407687928462355,0.0042260555063824,0.00217448835457446,5.23068997038869e-05,-3.97610626482169e-05,0.000355694843926924,-2.45501717865595e-05,-1.25546478509918e-05
"IN","IND","India","Bihar",2021-02-19,170,0,0,0,0,25,155,59178115.9524436,1688,18,7008164.91279956,3,2475496.46006581,185,1517,591648257.574583,0,0,0,0,0.00227169468423444,0.0106635071090047,0.00177725118483412,0.00171762281003092,0.0171208960374221,0.0170377917234419,0.00553922029124664,0.00735458117556811,0.00173801054639142,0.000410583483151552,0.000192900768731235,0.000398803922009638,0.000179475537491646,2.36340503979565e-05
"IN","IND","India","Chandigarh",2021-02-19,100,1,11575.8144739431,0,0,13,94,13610031.8551255,1200,16,1380579.54812325,0,0,150,1135,150229598.424434,0.01,0.00085053544305877,0,0,0.0019478573569074,0.0133333333333333,0,0.00186138859589254,0.00926279739870063,0.00837221216625417,0.00237837941607114,0.000824881979565567,0.0021197846867816,3.51372977466938e-05,0.00013768323341643,-0.000173474155369114,4.01497931025694e-06,-7.57570894358074e-06
"IN","IND","India","Chhattisgarh",2021-02-19,100,0,0,0,0,19,93,24796301.8831173,1200,19,3655749.7862778,9,2299043.55797766,162,1091,355469816.066065,0,0,0,0,0.00287747993336362,0.0158333333333333,0.0075,0.00209137501452344,0.00910101818459602,0.00588742415588475,0.00340046587007791,0.00277452477275135,0.00197707610380736,-0.000180314567378969,-2.4980300093776e-05,-5.50774100380464e-05,5.27710133394291e-06,-3.84253233081368e-06
"IN","IND","India","Goa",2021-02-19,100,0,0,0,0,15,98,6697927.61020622,1200,7,500715.907661408,5,100261.100525974,186,1173,105680893.596313,0,0,0,0,0.00215579189422248,0.00583333333333333,0.00416666666666667,0.00223334894276143,0.00694785651646302,0.0128783708559357,0.00632331770984641,0.0118972666600508,0.00236256347917363,9.50741621944422e-05,8.57983054748877e-05,0.000872972409429627,0.00087236209213457,-7.01412511519886e-06
"IN","IND","India","Gujarat",2021-02-19,180,3,352399.802086417,0,0,16,173,32467235.8124249,1820,8,1500130.47367864,1,105306.805407346,230,1715,362428729.037431,0.0166666666666667,0.0108540130771329,0,0,0.00130261336806969,0.0043956043956044,0.000549450549450549,0.00188888432636636,0.00741935449566628,0.00683534788839957,0.00249569914753125,0.00367827383199334,0.00207503555082309,0.000144840463591132,-7.3648729021062e-06,0.00011680951188457,3.04296527586442e-05,-1.66071112871915e-06
"IN","IND","India","Haryana",2021-02-19,134,1,17386.264003508,0,0,14,125,15440639.9960971,1386,11,1035061.99879783,1,565412.035220215,133,1323,169071231.390224,0.00746268656716418,0.00112600669453486,0,0,0.00157746478873239,0.00793650793650794,0.000721500721500722,0.00141590282435353,0.00925722932572783,0.00713296807019594,0.00334878847315055,0.00388576577425468,0.00161033991794163,7.44087545653447e-05,1.93233047279275e-05,-1.59563893215685e-06,-1.576866189336e-05,-4.93924604728179e-06
"IN","IND","India","Himachal Pradesh",2021-02-19,100,1,48278.6943737139,0,0,16,92,13642647.6629449,1200,26,1865819.54073009,9,574132.689184729,122,1138,142347211.238483,0.01,0.00353880680396406,0,0,0.00244947948560931,0.0216666666666667,0.0075,0.00150993836481101,0.0110830778468334,0.00667941421133187,0.00435615979842481,0.00256579701520584,0.00183948681870938,1.09138141626636e-05,-5.33213450419969e-05,4.49649283678706e-05,1.2710910904131e-06,-3.67657797838793e-06
"IN","IND","India","Jammu and Kashmir",2021-02-19,100,0,0,0,0,32,95,12400229.7817649,1200,2,115473.666542171,0,0,302,1108,133569696.598904,0,0,0,0,0.00474425500370645,0.00166666666666667,0,0.00383891798444094,0.00775255747250253,0.00501977361711163,0.00277035387099365,0.00219551549868588,0.00333384663562172,-2.65863961964428e-05,-2.62580203680457e-05,-5.73006689101057e-06,-2.06442259784307e-06,-2.74005647138062e-05
"IN","IND","India","Jharkhand",2021-02-19,100,0,0,0,0,11,96,26669747.424849,1200,20,3387881.12213002,6,649199.278874083,94,1113,301469816.696088,0,0,0,0,0.00161384976525822,0.0166666666666667,0.005,0.00118952709970515,0.0136629534059212,0.0118514004694631,0.00428800820468183,0.00449999253544965,0.00125396044753819,2.15104502103644e-05,0.000126803062783922,0.000126847816394618,0.000184518433921102,1.36020918535383e-05
"IN","IND","India","Karnataka",2021-02-19,212,0,0,0,0,21,208,32402896.6726056,2072,8,390558.373189682,5,174188.276857892,218,1988,322599435.413302,0,0,0,0,0.00142199349945829,0.00386100386100386,0.00241312741312741,0.00154447813642418,0.00492421056571188,0.00416840083827273,0.00170839898723938,0.00159914112752384,0.00139939651173783,7.79144187440283e-05,1.27985148816889e-05,0.000107162549775969,2.95583547132312e-05,-1.10599089661073e-05
"IN","IND","India","Kerala",2021-02-19,181,0,0,0,0,52,173,25485451.3951874,1972,25,4560205.20908219,6,1332974.94770922,806,1880,257795776.59014,0,0,0,0,0.00423349344622649,0.0126774847870183,0.00304259634888438,0.00603835780641295,0.0118856201290932,0.0112469531260043,0.00351244463679147,0.00349745716858903,0.00454176091452931,-0.000186125371347919,3.87981855519559e-05,-0.000262434641697811,7.3741814886541e-06,-4.8916000091485e-05
"IN","IND","India","Madhya Pradesh",2021-02-19,140,2,277945.712260995,2,277945.712260995,16,132,32963396.4661782,1596,15,2425319.91852878,5,674115.408045089,163,1477,430835286.219624,0.0142857142857143,0.0084319500433209,0.0142857142857143,0.0084319500433209,0.00170721297481861,0.0093984962406015,0.0031328320802005,0.0015543497954552,0.0102873318053715,0.00769251665131401,0.00455294912343347,0.00394135875049565,0.00196402265580336,8.05837514769633e-05,8.97417909619591e-05,-3.76178522727971e-05,-2.22576266970845e-05,8.17713912930732e-06
"IN","IND","India","Maharashtra",2021-02-19,315,2,111841.848266183,1,44034.6447944026,33,296,71135130.7059371,2605,18,1874549.40022101,5,689338.611985818,310,2503,640662826.687099,0.00634920634920635,0.00157224492534529,0.00317460317460317,0.000619028099863003,0.00157023220403502,0.00690978886756238,0.00191938579654511,0.00174438561050683,0.00589321738991649,0.00488300646374211,0.00203697648823493,0.00197233244126892,0.00210335783602276,6.86559939862649e-05,2.0967003965462e-05,2.26863660270301e-05,1.29065910197326e-05,2.27752140068382e-05
"IN","IND","India","Manipur",2021-02-19,100,0,0,0,0,13,92,8894835.68389274,1200,6,693044.262254062,0,0,178,1056,120921446.939071,0,0,0,0,0.00199020208205756,0.005,0,0.00237409304310713,0.0106121695306122,0.0164401329093162,0.00695694100475134,0.0140358327315753,0.00248936293996645,0.000158810568224739,0.000186910661977989,-0.000806137302694949,-0.00069652474292387,-7.39291514761259e-06
"IN","IND","India","Mizoram",2021-02-19,100,2,220491.284231139,0,0,9,94,9505644.3234984,800,14,911785.552878031,10,570271.662275069,141,750,62164096.6401196,0.02,0.0231958273134704,0,0,0.00134851663170512,0.0175,0.0125,0.00264788732394366,0.0154467913616897,0.0174764038932645,0.00831743523794942,0.00730420887561722,0.00223353009011083,-6.03950518748929e-05,-0.000461132985558873,0.000215740661481251,-0.000368409538584299,-6.89434691599057e-05
"IN","IND","India","Nagaland",2021-02-19,100,2,104501.489469933,0,0,6,92,9480796.83274156,1100,8,418005.957879731,0,0,90,1004,127608790.049726,0.02,0.011022437387229,0,0,0.000918554807103491,0.00727272727272727,0,0.0012625554121542,0.00701480866316191,0.00387828866732401,0.000246747975280329,0.000124048235915535,0.00161796762856829,-6.3316160385158e-05,-7.09828759727913e-05,5.65005001991059e-05,-3.61072450628909e-05,2.57832738172354e-05
"IN","IND","India","NCT of Delhi",2021-02-19,147,0,0,0,0,7,141,13602949.6761291,1507,8,796408.557926003,0,0,113,1430,127538766.265444,0,0,0,0,0.000699230846069324,0.0053085600530856,0,0.00111297153550675,0.00591983651243609,0.00444270778397505,0.00104294604966602,0.000569397477578138,0.00183985983429923,0.000156350646752806,5.61570562277987e-05,2.99581330056138e-05,1.24615017815468e-05,5.6199649239885e-06
"IN","IND","India","Odisha",2021-02-19,100,2,1889782.26577458,1,171200.325971915,13,94,31449743.0906665,1234,16,6253231.33528122,3,748399.629465059,96,1141,290752521.88322,0.02,0.0600889571761056,0.01,0.00544361604094384,0.0019478573569074,0.0129659643435981,0.00243111831442464,0.00118502425596524,0.0108069340245923,0.011939769563444,0.00220393507551608,0.00220795752813118,0.00170982223294125,-1.20646064015098e-05,1.77114504967889e-05,2.9762312057055e-05,1.6599946222792e-05,1.32065874570186e-06
"IN","IND","India","Punjab",2021-02-19,100,1,100464.512576166,0,0,11,95,27574926.612817,1200,9,1395612.37427535,1,285368.449245823,183,1113,315155030.917565,0.01,0.00364332837533172,0,0,0.00163083765752409,0.0075,0.000833333333333333,0.00231578148134088,0.00903367307714441,0.0073593513930915,0.00200142369294408,0.00119430380743442,0.00207581694634862,2.16554152371168e-05,4.89455817855026e-05,3.86311712910372e-05,2.84021742449666e-05,1.23211320966222e-05
"IN","IND","India","Rajasthan",2021-02-19,171,6,2265734.30577495,3,358822.896685347,29,163,40883128.0591613,1710,21,5684002.85361869,10,1392366.20135368,274,1609,452035928.606082,0.0350877192982456,0.055419788390366,0.0175438596491228,0.00877679653489577,0.00250583254125983,0.012280701754386,0.00584795321637427,0.00239848037885486,0.0118559955612866,0.0111286905424068,0.00535158154642926,0.00363720570765111,0.00193752974340419,0.00017233336948952,0.000111472119890045,0.000132095274187187,3.42585345853285e-05,6.57935828591566e-06
"IN","IND","India","Tamil Nadu",2021-02-19,203,0,0,0,0,32,195,51926982.5127597,2031,12,2197051.00175972,2,402757.210358038,295,1953,491106888.882729,0,0,0,0,0.00231130371975442,0.00590841949778434,0.000984736582964057,0.00212746010110844,0.005778734579448,0.00461649105308226,0.00121355074657345,0.00122689314545027,0.00187382125277812,-1.01000417552846e-05,7.29875961128263e-06,-4.12037249749205e-06,-1.43237521795147e-05,-6.79869078961167e-06
"IN","IND","India","Telangana",2021-02-19,158,2,38639.2775549077,1,23800.0513159316,29,152,21494313.280781,1630,10,770353.061192833,3,222633.387545057,233,1555,193679707.11324,0.0126582278481013,0.00179765117639077,0.00632911392405063,0.00110727200283306,0.00268717568569311,0.00613496932515337,0.00184049079754601,0.00211041166613831,0.00733108061807237,0.00767137675058702,0.00251360535611342,0.00301394316564254,0.00212239777147235,7.97888021144301e-05,5.10030863084272e-05,0.000124625613794296,1.70901524153043e-05,-8.16558269268755e-06
"IN","IND","India","Tripura",2021-02-19,100,3,146290.771419403,1,42669.4704590557,23,92,17863614.8384525,900,19,2046165.21405537,3,128008.411377167,177,829,171964939.154071,0.03,0.00818931513819384,0.01,0.00238862463420378,0.00352112676056338,0.0211111111111111,0.00333333333333333,0.00300718666644014,0.0171914180016096,0.00839855972504536,0.00286982854266774,0.000671370108861211,0.00271667224509269,0.000160894925883586,8.56070758147956e-05,4.84270718977804e-05,1.9376549720392e-05,4.39609516598735e-06
"IN","IND","India","Uttar Pradesh",2021-02-19,259,3,1913867.12124657,1,1429167.64641363,19,239,109305914.628656,2513,14,6161849.6060964,6,2297043.90486274,270,2311,1058272260.37694,0.0115830115830116,0.0175092731966842,0.00386100386100386,0.0130749342454975,0.00111968884436325,0.00557103064066852,0.00238758456028651,0.00164552873276004,0.00854500334592022,0.00698596272690363,0.00272917934862049,0.00210815827433473,0.00166798499213882,0.000155691258722547,3.07202624071417e-05,0.000116095612193531,4.72706388560067e-05,-6.45955101473199e-06
"IN","IND","India","Uttarakhand",2021-02-19,100,1,184770.857746005,0,0,7,93,10068051.0995578,1200,7,479050.926713116,4,276053.150598652,165,1117,141224937.465682,0.01,0.0183521970557063,0,0,0.00106012418597607,0.00583333333333333,0.00333333333333333,0.00208052252638481,0.0103625462666262,0.00698425982971121,0.00230280974611675,0.00223415664004595,0.00159145920243521,0.000234666452587628,-3.9825715082205e-05,-3.88502703413137e-05,-0.000221088508137147,-7.12140922066815e-06
"IN","IND","India","West Bengal",2021-02-19,231,0,0,0,0,49,216,58789903.2244433,2198,22,4688197.86013038,8,3095518.37407031,343,2032,500403688.764901,0,0,0,0,0.00319509650495566,0.0100090991810737,0.00363967242948135,0.00237745369856937,0.00933006344587134,0.00854512103172693,0.00324168112210514,0.00309961095074151,0.0022440707816485,0.000142585653464855,0.000112926508012287,0.000187093422899673,3.69273644641911e-05,-3.23971898471845e-05
"IN","IND","India","Andhra Pradesh",2021-02-20,192,2,179586.97477043,0,0,24,181,32310901.7081645,1560,15,2328462.03860601,1,123761.087913264,286,1488,245113800.070483,0.0104166666666667,0.0055580923241474,0,0,0.0018675589448292,0.00961538461538462,0.000641025641025641,0.00270710283204604,0.00859063455556845,0.00851750844400325,0.00143134909160627,0.000923354099986624,0.00201686464206436,3.86694099771389e-05,6.10253007467838e-05,-3.06418589490684e-05,2.43256955680357e-05,-3.20716466989322e-06
"IN","IND","India","Arunachal Pradesh",2021-02-20,100,1,74690.6697414067,0,0,10,91,16393228.5271302,800,3,224072.00922422,0,0,94,730,120827514.381612,0.01,0.00455619035736594,0,0,0.00154774802662127,0.00375,0,0.00181362145475593,0.00731615081753995,0.00428964668695898,0.000188229314653939,0.000234068693811049,0.00229687747491049,0.000416520792788844,2.2822100680348e-05,0.000280254717751855,2.83320508691614e-05,1.85567449075225e-05
"IN","IND","India","Assam",2021-02-20,100,0,0,0,0,31,87,19428287.587334,1100,19,4013411.95362043,7,2220780.13875331,186,1001,296600008.322715,0,0,0,0,0.00501861745183746,0.0172727272727273,0.00636363636363636,0.0026171012086505,0.0139823928174952,0.0131624008465688,0.00404985078717196,0.00417792745919519,0.00214896861100725,4.7049806051039e-05,-3.56692996331366e-05,0.000367671757445165,-3.09972090834182e-05,-1.64471060825528e-05
"IN","IND","India","Bihar",2021-02-20,169,2,1658946.56478669,1,1411535.88254941,23,151,68065372.1696852,1563,17,7785036.0943385,4,3887032.34261522,170,1402,566997569.138396,0.0118343195266272,0.0243728420473626,0.00591715976331361,0.0207379440904325,0.00214532226471411,0.0108765195137556,0.00255918106206014,0.00170782182395371,0.0175679586993381,0.0174426613355311,0.00572947755384434,0.00746823150129936,0.00176433158171944,0.000422532865566625,0.000193729215961673,0.000403242830561382,0.000162961813701518,2.45799512862666e-05
"IN","IND","India","Chandigarh",2021-02-20,100,0,0,0,0,12,93,11390711.5320017,1100,14,1114425.33958643,0,0,129,1044,140314956.946347,0,0,0,0,0.00181735574738755,0.0127272727272727,0,0.0017403270195888,0.00928416219759661,0.00818217012725912,0.00254994318004,0.000829576570230104,0.00212366987934867,2.99358491279086e-05,0.000147320334530367,-0.000179954827641338,3.74505776426069e-06,-4.39216113765345e-06
"IN","IND","India","Chhattisgarh",2021-02-20,100,0,0,0,0,18,93,19174703.7766519,1100,14,2918070.4985167,7,1941323.28779108,159,1003,318478927.671009,0,0,0,0,0.00272603362108133,0.0127272727272727,0.00636363636363636,0.0022327384045048,0.00889544564335388,0.00585197213257207,0.00335518085719581,0.00277556022004093,0.00197909259145586,-0.000191187551456972,-3.23169622979795e-05,-5.13418156185839e-05,2.7810093422816e-06,-2.34128042730745e-06
"IN","IND","India","Goa",2021-02-20,100,0,0,0,0,19,99,7511830.54148175,1100,5,280436.283988496,4,80208.8804207792,178,1078,89469596.737324,0,0,0,0,0.00270308721012946,0.00454545454545455,0.00363636363636364,0.00232564216467637,0.00702452796256675,0.0138633222327668,0.00638142905194203,0.0128800539810877,0.00234853741487253,8.91600739546654e-05,7.82455842934885e-05,0.000911128348552224,0.000911293683943164,-9.06508351919056e-06
"IN","IND","India","Gujarat",2021-02-20,190,1,198112.466030632,1,198112.466030632,28,179,35488435.4612814,1738,8,992706.483558934,2,303419.271437978,237,1636,342318428.95865,0.00526315789473684,0.00558245139453321,0.00526315789473684,0.00558245139453321,0.00220316311275474,0.0046029919447641,0.00115074798619102,0.00204035951651228,0.00760552280258518,0.00695668134395963,0.00249385345665933,0.00368926113683824,0.00207919217058734,0.000157490874258818,-6.24227094624839e-06,0.000118567993775142,2.48320304605039e-05,-1.57796481754448e-07
"IN","IND","India","Haryana",2021-02-20,148,2,236171.995767561,1,110149.132140192,10,143,14691007.719072,1265,10,1125799.9379028,2,675561.167360407,115,1209,151440017.15618,0.0135135135135135,0.01607595614159,0.00675675675675676,0.00749772474744502,0.000984930562395351,0.00790513833992095,0.00158102766798419,0.00133971737788185,0.00933621846743039,0.00713152152733127,0.00337061837671605,0.0038495886199533,0.00160831165979894,7.57949778510706e-05,1.99940966844549e-05,-1.82064164920777e-06,-2.19661332216371e-05,-4.14431679938265e-06
"IN","IND","India","Himachal Pradesh",2021-02-20,100,1,48278.6943737139,0,0,22,96,13946711.66543,1100,23,1635716.7561805,8,529820.443409746,120,1045,135984106.383762,0.01,0.00346165429757777,0,0,0.00322769953051643,0.0209090909090909,0.00727272727272727,0.00161735966035447,0.0110025756518393,0.00668093018545938,0.00424042861886333,0.00254209605853918,0.00182826307369505,-1.71015036042393e-05,-7.16934513830432e-05,3.11991686380437e-05,-6.14686235472692e-06,-5.93228811837274e-06
"IN","IND","India","Jammu and Kashmir",2021-02-20,100,2,70321.8011775789,1,41912.9991262923,17,93,9927579.07391029,1100,4,185795.46771975,1,41912.9991262923,267,1019,121787583.106572,0.02,0.00708347933106721,0.01,0.00422187512325536,0.00257458730879903,0.00363636363636364,0.000909090909090909,0.00369044492667487,0.00772078229491407,0.00503970748932522,0.00275132780272767,0.00220459453590061,0.00330407979828367,-2.99904309655947e-05,-2.4938511203056e-05,-4.48200909952388e-07,-1.26137698899636e-08,-2.82421017238652e-05
"IN","IND","India","Jharkhand",2021-02-20,100,0,0,0,0,11,97,28875069.4184,1100,16,2723866.47587851,5,536830.64017959,91,1027,286612432.858186,0,0,0,0,0.00159721213881226,0.0145454545454545,0.00454545454545455,0.00124799429488322,0.0136641209352315,0.0119861775317344,0.00439706213193591,0.00464945657337066,0.00126720959202843,1.46823555076252e-05,0.000122497557111621,0.000128701429743794,0.000176549311061618,1.37084378727301e-05
"IN","IND","India","Karnataka",2021-02-20,209,2,279889.716911299,1,193080.473487919,26,196,34295312.9321512,1928,9,661085.494463691,5,357906.154708522,215,1847,303653920.838362,0.00956937799043062,0.00816116527249726,0.00478468899521531,0.00562993764978624,0.00186835297499281,0.00466804979253112,0.00259336099585062,0.00163950677535707,0.00499033110058617,0.00428363179639682,0.00170736524178911,0.00162279889056179,0.00138663793493706,7.50633687927451e-05,8.85377542251493e-06,0.000109959949639535,2.76285784558257e-05,-1.16618082749631e-05
"IN","IND","India","Kerala",2021-02-20,192,7,705409.905006585,3,498684.409924895,62,183,29678896.5162303,1822,27,4591382.57541481,8,1574947.71432958,717,1733,253172915.598536,0.0364583333333333,0.0237680637695146,0.015625,0.0168026600871829,0.00477180020010775,0.0148188803512623,0.00439077936333699,0.00582723113058037,0.0116498437299097,0.0109733287047538,0.00353700158935681,0.00345693138024456,0.00447450154535824,-0.000203093135809243,3.48933552471039e-05,-0.00026759248186807,-6.56525464895972e-06,-5.43414112195292e-05
"IN","IND","India","Madhya Pradesh",2021-02-20,147,4,1424264.2199544,1,594343.516062586,9,135,42269482.291271,1455,18,3806554.77413433,5,1225429.55975882,140,1347,411531616.377457,0.0272108843537415,0.0336948583883774,0.00680272108843537,0.0140608184402893,0.000938967136150235,0.0123711340206186,0.00343642611683849,0.00146386858642576,0.0103851708608115,0.00769297357288329,0.00466858484778082,0.00395126047055918,0.00197471519778994,8.51711648972283e-05,9.73496828135545e-05,-2.75897635232967e-05,-1.36508896453158e-05,8.92013374705297e-06
"IN","IND","India","Maharashtra",2021-02-20,284,2,1212952.91222524,2,1212952.91222524,54,272,68471815.4745557,2498,19,2872512.9693383,6,1687302.18110311,318,2401,615565469.87658,0.00704225352112676,0.0177146305208743,0.00704225352112676,0.0177146305208743,0.00279618889809445,0.00760608486789432,0.00240192153722978,0.00186541992479659,0.00594082427328736,0.00489433224422833,0.00205824175011195,0.00197342613392731,0.00213540031029486,6.32251389085642e-05,2.14061127321518e-05,1.97458369354015e-05,9.86217433235826e-06,2.53778147439124e-05
